explained_variance,policy_entropy,policy_loss,frames,PMM:episode_rewards,approx_kl_divergence,P01:episode_rewards,episode_length,grad_norm,value_loss,clip_fraction,epoch_idx,fps,advantage_norm,P09:episode_rewards
-5.587935447692871e-09,1.6006544947624206,-0.0021776199970190645,1136640,180.75,0.0028140176416627583,25.0,344.84,0.05571577930698006,0.012402107848902232,0.2454833984375,111,311,15.968717831373215,305.00000000000045
1.6391277313232423e-08,1.5733490340411662,-0.0012724720083497232,1146880,213.5,0.002671963129887445,50.0,357.28,0.056787180131495016,0.012329374125692993,0.2259033203125,112,310,15.968717795610427,427.5000000000002
-7.450580596923829e-10,1.5423612952232362,-0.0014149532162264222,1157120,223.25,0.00217916173253343,50.0,353.74,0.0549496845926592,0.011047355196205899,0.2005126953125,113,310,15.968717712163926,432.5000000000006
-1.4528632164001465e-08,1.5800256796181202,-0.001397628226550296,1167360,216.0,0.00246733409375679,50.0,347.37,0.05398158849884736,0.00957731506186974,0.2347412109375,114,309,15.968717640638351,455.0000000000004
-7.450580596923828e-09,1.636675024777651,-0.0012520192354713799,1177600,193.25,0.0026877436161839795,25.0,336.82,0.05604670925977575,0.010947228176701174,0.230517578125,115,308,15.96871782541275,425.0
-1.862645149230957e-09,1.6614139914512633,-0.001183060705807293,1187840,185.5,0.00298203418032017,47.50000000000001,334.9,0.05101606377394789,0.008651293132697902,0.249267578125,116,308,15.96871742606163,425.0
-1.3783574104309083e-08,1.6501749508082866,-0.0008245800723670982,1198080,162.0,0.0025739085689679086,25.0,329.98,0.05225159101010622,0.005234456363803019,0.2244384765625,117,307,15.968714934587478,380.00000000000045
-1.1175870895385742e-09,1.657228485494852,-0.001584153606381733,1208320,121.0,0.00310603152653357,0.0,320.84,0.04719681393438136,0.005490161723213305,0.26376953125,118,306,15.968708831071854,275.0
1.7136335372924803e-08,1.6320052176713944,-0.0012606023432454095,1218560,107.25,0.0037396865850155337,0.0,320.78,0.05050230270030733,0.005655133266100165,0.283056640625,119,306,15.968717485666275,200.0
1.7508864402770997e-08,1.6179642029106618,-0.0008206957199945464,1228800,101.5,0.002900222911489436,0.0,318.75,0.049497210556042184,0.005035405902145307,0.244677734375,120,305,15.968711948394775,175.0
-1.7136335372924803e-08,1.638812778890133,-0.0007768891624436947,1239040,98.25,0.0022993090711906916,0.0,317.8,0.05022764533610495,0.006513473176346452,0.2149658203125,121,304,15.968717575073242,175.0
-1.1920928955078126e-08,1.6476940907537938,-0.0008920173189835623,1249280,99.5,0.002585629603822781,25.0,316.37,0.05288148875528555,0.008888051217218163,0.2095947265625,122,304,15.968717700242996,200.0
-7.82310962677002e-09,1.612380436062813,-0.0016086829935375135,1259520,124.75,0.002707330280225051,25.0,324.32,0.055783213337921043,0.010899631253232655,0.2373779296875,123,303,15.968717712163926,250.0
-1.0430812835693359e-08,1.5596880830824376,-0.0009676010678958847,1269760,183.5,0.002432117002376799,25.0,343.18,0.05236243913054672,0.011581920045864535,0.2041015625,124,303,15.968717914819717,377.5000000000002
-3.725290298461914e-09,1.6052161060273646,-0.0005351165924366797,1280000,220.75,0.0021654638553400218,25.0,352.02,0.055078189320038606,0.011389318102737888,0.184228515625,125,302,15.968717801570893,505.00000000000045
-3.6135315895080564e-08,1.6810860738158226,-0.001097591855796054,1290240,245.0,0.0025842214611884627,75.0,358.78,0.054723523768895534,0.010771276393825246,0.2197509765625,126,302,15.968717712163926,505.00000000000045
-4.8428773880004884e-09,1.6609833739697932,-0.0017423328277800464,1300480,250.75,0.002273882380870873,75.0,356.75,0.055355682250898555,0.01421989880327601,0.198779296875,127,301,15.968717747926712,550.0
2.6077032089233397e-09,1.6632801912724973,-0.0006493794728157809,1310720,253.0,0.0020839619892285555,75.0,360.71,0.0568105890581994,0.011638957206741907,0.182080078125,128,301,15.968717861175538,525.0
-2.4959444999694825e-08,1.6461382992565632,-0.0012901245365355863,1320960,258.25,0.0022807764879871685,97.5,357.43,0.05397630322856831,0.012635607532865833,0.2074951171875,129,300,15.96871782541275,550.0
7.078051567077636e-09,1.6249056406319142,-0.0014221963963791495,1331200,276.75,0.00217669408589245,75.0,364.51,0.054617783119185595,0.01450108658755198,0.180908203125,130,300,15.968717789649963,625.0
-1.0430812835693359e-08,1.5907587088644504,-0.001181966190415551,1341440,283.25,0.002147253889688727,100.0,365.16,0.053894914666773784,0.013227144109987422,0.18955078125,131,299,15.968717902898788,575.0
-4.097819328308106e-09,1.5759643666446208,-0.0010252057865727693,1351680,303.25,0.002114578360743735,125.0,371.81,0.05230692575719074,0.013481328451598528,0.174267578125,132,299,15.968717813491821,577.5000000000002
6.332993507385254e-09,1.5953268356621266,-0.0013686410293303197,1361920,297.25,0.001922197428950767,147.5,368.71,0.055373778390524264,0.016238026140490545,0.16025390625,133,298,15.968717801570893,550.0
1.1175870895385742e-08,1.5645653821527958,-0.0012550494098832131,1372160,297.5,0.001850693229559397,150.0,366.62,0.05193274427578047,0.014970151326269842,0.146484375,134,298,15.968717956542969,527.5000000000002
-3.725290298461914e-09,1.5534366525709629,-0.0011283695021120366,1382400,292.5,0.0021351554946306807,150.0,363.96,0.05433202207599397,0.014980401849607005,0.1731201171875,135,297,15.968717926740647,452.50000000000017
-7.82310962677002e-09,1.5842763863503933,-0.001324330675197416,1392640,285.25,0.002318651349540346,125.0,361.9,0.054339817640626606,0.012728079604858066,0.20732421875,136,297,15.968717700242996,527.5000000000002
-3.3527612686157227e-09,1.627258587628603,-0.0011044098464481067,1402880,271.5,0.0028495051706613596,122.5,361.74,0.05674843417103383,0.013693179780966602,0.2276123046875,137,296,15.96871787905693,527.5000000000002
