epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
173,0.5860762638377324,0.7048789721727371,277,0.027257695589214564,8.0,1.124585635662079,2.0369452595710755,20.0,487.71,13.48,1384000,-0.003186659601778956
174,0.7037709025664405,0.6693912929296494,277,0.029592002583667634,8.0,1.1028521472215653,2.1113713252544404,20.10000000000001,506.67,14.24,1392000,-0.008798861119430512
175,0.6331649721496382,0.7216197675466538,277,0.028332708571106195,8.9,1.133509465456009,2.0725563311576845,21.200000000000017,509.97,14.65,1400000,-0.0076556104409610274
176,0.5679080705918458,0.6895965528488159,277,0.027700317562557756,8.0,1.1476296228170395,2.062024623155594,24.0,522.32,15.18,1408000,-0.004756054418103304
177,0.6347140891927094,0.6871320217847824,277,0.03231895779259503,8.0,1.1511823439598083,2.2086355793476105,23.0,528.03,15.02,1416000,-0.014172181720205117
178,0.5648204861135038,0.7601819384098053,277,0.02605390119832009,8.9,1.1703535664081572,1.9761076986789703,23.10000000000001,544.11,15.45,1424000,-0.00986590007232735
179,0.6293518438118102,0.6946132028102875,277,0.028524777190759777,8.9,1.1576178586483001,2.0789757323265077,22.10000000000001,548.09,15.55,1432000,-0.004246969175292179
180,0.6624263367399068,0.7222468852996826,277,0.027860599057748913,8.0,1.1269938975572587,2.0555341601371766,24.0,546.4,15.6,1440000,-0.008340133033925667
181,0.5719589857112238,0.7473869037628174,277,0.023863001768477263,8.0,1.16683269739151,1.9059518522024155,23.10000000000001,546.09,15.42,1448000,-0.006360687759588472
182,0.5575207489980317,0.7365237075090408,277,0.025898640686646105,8.0,1.1487419766187668,1.9892715978622437,21.10000000000001,555.46,15.35,1456000,-0.008755519246915356
183,0.5905520168158251,0.7650566130876542,277,0.02550299869850278,8.0,1.1025713807344437,1.958806698322296,21.0,544.22,15.12,1464000,-0.006087707642000169
184,0.614306549115194,0.7279125827550889,277,0.0267849487811327,8.0,1.0655310255289079,2.0126740086078643,23.10000000000001,537.51,15.17,1472000,-0.014886636715382338
185,0.6173845275169649,0.7132460981607437,277,0.027829971592873336,9.0,1.0694310057163239,2.0524822986125946,23.10000000000001,557.38,15.66,1480000,-0.005364800692768767
186,0.552536033868801,0.755051851272583,277,0.023907261337153613,9.0,1.1456917655467986,1.9005666399002075,24.0,557.68,15.8,1488000,-0.006697917302226415
187,0.622211655959784,0.7036218464374542,277,0.025691243847832085,9.9,1.1161743468046188,1.9557074177265168,24.0,564.55,15.84,1496000,-0.0062928425608151884
188,0.6314879049530286,0.6870266580581665,277,0.027284881556406616,9.0,1.088616064786911,2.0457644593715667,23.10000000000001,564.2,15.85,1504000,-0.0064570822352106915
189,0.6848582443570566,0.6853163182735443,277,0.02976887676399201,9.0,1.0816077554225922,2.1162750232219696,24.0,563.09,16.21,1512000,-0.010725403697579168
190,0.5482673637102234,0.7326801186800003,277,0.02718632571399212,9.9,1.1300039249658584,2.0221371829509733,25.10000000000001,576.25,16.9,1520000,-0.008182807288249024
191,0.5480658010997144,0.7386827766895294,277,0.02579531823284924,11.0,1.1125929284095764,1.9809325230121613,24.0,591.16,16.8,1528000,-0.006133152955735568
192,0.6184284993676948,0.7419141840934753,277,0.027578055327758193,10.9,1.131956957578659,2.042535076141357,24.0,590.38,17.13,1536000,-0.005110770784958731
193,0.646649460589613,0.7008473789691925,277,0.029529180582612752,9.9,1.1581858682632447,2.105124546289444,24.0,592.72,17.23,1544000,-0.0034583273972384632
194,0.5866952042935414,0.6889832657575607,277,0.029359268471598626,11.9,1.1450340145826339,2.0838937997817992,24.0,599.57,17.83,1552000,-0.006022768546827138
195,0.5671239250780686,0.7763178527355195,277,0.024970944821834564,11.0,1.147996517419815,1.9556296920776368,24.10000000000001,597.75,18.05,1560000,-0.008450216960336548
196,0.5946712356459696,0.7221614760160446,277,0.028045540391467512,11.9,1.120925105214119,2.053661683797836,24.10000000000001,600.54,17.85,1568000,-0.006934446551604197
197,0.6268638871384742,0.7089872360229492,277,0.029109565569087864,10.9,1.0649713033437729,2.097117465734482,24.0,591.61,17.5,1576000,-0.008568220043962356
198,0.651724863868895,0.6977695047855377,278,0.030237191156484187,10.0,1.1044419670104981,2.143907091617584,26.10000000000001,602.56,18.09,1584000,-0.010954773772173212
199,0.6848533906711762,0.669465109705925,278,0.031419865009374916,10.0,1.0801335167884827,2.1782181739807127,30.0,608.36,18.9,1592000,-0.00828707189342822
200,0.7187582556802197,0.6666187536716461,278,0.03237358802929521,10.0,1.086270958185196,2.186785625219345,30.0,608.68,19.01,1600000,-0.009308422177564352
201,0.6976627172959087,0.7180437409877777,278,0.02897725216113031,10.0,1.0864397180080414,2.0905881190299986,30.0,606.79,18.68,1608000,-0.0030706709704827516
202,0.7244564879236112,0.6527056258916855,278,0.03559911244548857,10.9,1.0689833074808122,2.306894302368164,30.0,607.98,19.43,1616000,-0.01113215515797492
203,0.624265087482124,0.7052464926242829,278,0.028801909419707953,10.9,1.1066147643327713,2.09006174325943,30.0,610.47,19.68,1624000,-0.008887553370732349
204,0.5742392652829251,0.7298256713151932,277,0.02643966667354107,10.9,1.0741884732246398,1.9995755338668824,30.0,612.43,20.07,1632000,-0.009396722469246015
205,0.6875029762088272,0.6838954210281372,277,0.029519814997911453,10.9,1.0740967816114426,2.1255751311779023,30.0,603.62,20.27,1640000,-0.005004391356487758
206,0.7383678810620128,0.7031260818243027,278,0.03112426374107599,11.0,1.0638698506355286,2.171907113790512,28.200000000000017,594.02,19.68,1648000,-0.01554955949752184
207,0.6537219963815184,0.6960721361637116,278,0.02757864057086408,11.9,1.0551225101947785,2.047238473892212,26.10000000000001,598.82,19.33,1656000,-0.0020383223302496843
208,0.6151209920268655,0.7003817737102509,278,0.027352339196950196,12.0,1.0995496940612792,2.0275647687911986,27.10000000000001,610.68,19.81,1664000,-0.0016435580546385609
209,0.595109973888624,0.7223743373155593,278,0.030115570090711117,12.0,1.1134804552793502,2.1254972577095033,29.10000000000001,621.16,20.13,1672000,-0.012211920695845037
210,0.6598541422743527,0.6949642807245254,278,0.03094031955115497,12.0,1.1345725917816163,2.1474010825157164,26.200000000000017,619.55,19.55,1680000,-0.0022081631096079945
211,0.6205645811760333,0.7197705084085464,278,0.029683910612948238,12.0,1.1258104473352433,2.0955210691690445,29.0,631.51,20.21,1688000,-0.013188295004219981
212,0.7604137429927746,0.729417724609375,278,0.02872313916683197,12.0,1.090286905169487,2.0766331803798677,29.0,631.42,19.89,1696000,-0.006052015810273588
213,0.5802140120648631,0.7664281517267227,278,0.025109120868146418,11.9,1.081729446053505,1.9394711256027222,26.200000000000017,628.37,19.15,1704000,-0.00931741055828752
214,0.7238105736699814,0.6603133952617646,278,0.03185757502447814,11.9,1.1001505041122437,2.133699116110802,28.10000000000001,638.04,19.43,1712000,-0.012460821309359745
215,0.6292087043805392,0.7319601047039032,278,0.02686498239636421,10.9,1.101663203239441,2.016921362876892,29.0,650.61,19.98,1720000,-0.01323734225705266
216,0.6935009172389601,0.6809382992982864,278,0.032456868700683116,9.9,1.0676079088449477,2.1952287364006042,28.0,636.06,19.16,1728000,-0.008663791998988018
217,0.7143815192244655,0.7036235356330871,278,0.032526489440351726,9.9,1.0735716766119003,2.178359034061432,26.200000000000017,637.38,19.12,1736000,-0.011998556883263518
218,0.6541012443427157,0.7078015518188476,278,0.0287882315274328,9.9,1.09315343439579,2.0518528401851652,29.0,649.81,19.49,1744000,-0.008060281027865131
219,0.6932174126340793,0.6830224466323852,278,0.032087543015368286,9.9,1.0815250891447068,2.186642590761185,28.10000000000001,663.08,19.76,1752000,-0.010271587733732303
220,0.6897493309756229,0.6644212311506271,278,0.029088878859765827,11.0,1.069217131137848,2.0711233651638032,28.10000000000001,665.56,20.05,1760000,-0.008873973341687815
221,0.7009043252157774,0.6984023869037628,278,0.03318706156220287,12.0,1.0803436374664306,2.2427433276176454,32.0,684.06,20.8,1768000,-0.008993521976517514
222,0.6804456701614073,0.6670563089847564,278,0.03173920258879662,12.9,1.0725263226032258,2.198350290060043,33.0,696.7,21.75,1776000,-0.004042381619801745
223,0.7623051468099821,0.6775605016946793,279,0.03593571479432285,12.0,1.084408398270607,2.3190123212337492,33.0,691.01,22.1,1784000,-0.009992829046677799
224,0.6902166427482066,0.6867510229349136,279,0.03072650246322155,13.9,1.0835261446237565,2.1127523547410965,33.0,690.15,22.55,1792000,-0.012805384855018928
225,0.6981243620314892,0.6711812573671341,279,0.03377834471408278,16.0,1.0493416380882263,2.215894753932953,33.10000000000001,702.49,23.65,1800000,-0.01599584590690938
226,0.6391595478955971,0.7037503695487977,279,0.030420144721865654,15.9,1.0068228471279144,2.1478441941738127,33.10000000000001,707.06,23.75,1808000,-0.009812793539604172
227,0.83203156832768,0.7162101584672927,279,0.031553841936402025,15.9,1.0091009908914566,2.1584058809280395,33.10000000000001,706.04,23.93,1816000,-0.014028679934854153
228,0.8173313157546095,0.6979743242263794,279,0.029259943193756043,13.9,1.023579752445221,2.0729080867767333,33.10000000000001,699.83,23.49,1824000,-0.01198370850088395
229,1.0441770603508582,0.7103412902355194,279,0.0464475679025054,14.0,0.9913300806283951,2.524624214172363,35.10000000000001,707.1,26.05,1832000,-0.01479376752395183
230,0.7232894658969962,0.6973664897680283,278,0.031143423225730656,14.9,1.0428273224830626,2.1378370571136474,34.10000000000001,697.48,25.9,1840000,-0.01448358114081202
231,0.6847235763835942,0.6587229657173157,279,0.030797574231401087,14.9,1.0790986728668213,2.138435263633728,32.10000000000001,683.5,25.22,1848000,-0.005700507612054935
232,0.660957262382199,0.7190634828805923,279,0.028229019213467835,14.0,1.0847298115491868,2.070604622364044,33.10000000000001,694.54,25.29,1856000,-0.00973600051656831
233,0.8018095502465116,0.7050060379505158,279,0.03089702391065657,13.0,1.1170530420541764,2.1365050542354584,33.10000000000001,698.5,24.78,1864000,-0.0075104500795714554
234,0.6958244500445545,0.6943932914733887,279,0.031062702634371817,13.0,1.1176837360858918,2.156157548427582,33.0,692.42,24.54,1872000,-0.014559280368557666
235,0.6871669144505443,0.72062828540802,279,0.027352881729602815,13.0,1.0648504406213761,2.0252361690998075,32.0,690.39,24.22,1880000,-0.004958174832863733
236,0.7456238920976374,0.6633519107103347,279,0.034033861081115904,13.9,1.0605322778224946,2.239384799003601,33.20000000000002,694.23,24.74,1888000,-0.012884692466759589
237,0.7689494667682542,0.6206434935331344,279,0.03558394337072968,14.0,1.0730009061098098,2.271304701566696,35.0,712.93,23.48,1896000,-0.009531804536527489
238,0.7983118684279227,0.6710070544481277,279,0.03421404909342527,13.0,1.0658045464754105,2.2630814945697786,34.10000000000001,714.33,23.17,1904000,-0.011264175646792864
239,0.7672907598543567,0.6981840962171555,279,0.03304729217197746,13.9,1.0959431487321853,2.2005561566352845,34.10000000000001,716.23,23.14,1912000,-0.010518254369380885
240,0.6886016115579778,0.6671339625120163,279,0.030617222781293096,13.0,1.066904026865959,2.128808777928352,35.0,725.06,23.26,1920000,-0.008864186538849026
241,0.6868310888855289,0.6389751476049423,279,0.03386139883194119,13.9,1.1050086438655853,2.2201540946960447,36.0,733.31,23.99,1928000,-0.006255651857936755
242,0.7553680034364308,0.6497795206308364,279,0.0343216940201819,14.0,1.062866249680519,2.267464951276779,36.0,740.71,24.73,1936000,-0.017582552817693796
243,0.7966473767039958,0.6893534034490585,279,0.03353192733600736,15.0,1.0256159955263138,2.24353564620018,36.0,746.21,25.08,1944000,-0.011351532324333675
244,0.7739144935457246,0.6265356677770615,279,0.035045000240206715,15.0,1.011981726884842,2.2718438827991485,36.10000000000001,753.56,25.74,1952000,-0.011598079149844126
245,0.8828058816314267,0.6579720717668534,279,0.036023508235812185,14.9,1.0293374967575073,2.301232568025589,37.10000000000001,762.31,26.12,1960000,-0.013989016234063456
246,0.7845073885547243,0.6537678790092468,279,0.03647274939343333,14.9,1.0319748771190644,2.322493896484375,37.10000000000001,762.01,25.58,1968000,-0.013725096579437377
247,0.8363109689178697,0.6101376974582672,279,0.038238270366564395,15.0,1.0468225646018983,2.3684573936462403,39.0,765.36,26.09,1976000,-0.007479155699256807
248,0.7428104927551094,0.6293384307622909,279,0.03896388259716332,16.0,1.0016641163825988,2.386640671491623,39.0,772.38,26.96,1984000,-0.017050101697677747
249,0.7577082937675654,0.5994505435228348,279,0.03766358776949346,17.0,1.0199382489919662,2.3439279627799987,41.0,781.41,28.09,1992000,-0.011839840792817994
250,0.72989025447327,0.6277310520410537,279,0.03339288756251335,17.0,0.988057609796524,2.2120442152023316,41.0,787.49,28.74,2000000,-0.013075035107322037
251,0.761333819605518,0.6922277170419693,279,0.033330340888351205,18.0,1.0105192059278487,2.2227908515930177,44.20000000000002,805.94,29.43,2008000,-0.011180074689382308
252,0.708214819661761,0.6855411875247955,279,0.03246451246552169,17.0,1.0449450731277465,2.2077160477638245,44.20000000000002,795.17,29.31,2016000,-0.009071974141697865
253,0.6386952472213637,0.7137853699922562,279,0.03106687898747623,17.0,1.0940811532735824,2.146738251447678,42.20000000000002,791.04,29.08,2024000,-0.013724178001793916
254,0.7999040137391976,0.677163667678833,279,0.0324284533970058,16.9,1.0818390464782714,2.2005649346113203,44.20000000000002,781.26,28.71,2032000,-0.009055291431723162
255,0.7344868428342372,0.6819695866107941,279,0.03335328728891909,16.9,1.0553971952199936,2.201682595014572,44.20000000000002,769.17,28.62,2040000,-0.010405852817057167
256,0.7144931242000125,0.6860622477531433,279,0.03325637607369572,16.9,1.0384038227796555,2.2008731746673584,46.0,767.67,29.02,2048000,-0.011601874134503304
257,0.7556478322113108,0.6780461502075196,279,0.03579202281311154,16.0,0.9998585271835327,2.272732102870941,43.10000000000001,752.6,28.4,2056000,-0.018185932650230826
258,1.7730631642560508,0.7134608900547028,279,0.06212027018889785,16.0,0.9865604692697525,2.818609946966171,42.0,753.42,27.82,2064000,-0.016218349866976497
259,0.797547313717589,0.6508511906862259,279,0.040881116245873275,16.0,0.9532439303398133,2.4386762392520906,42.10000000000001,747.45,29.77,2072000,-0.014785296837799252
260,0.7759728319411616,0.6245036000013351,279,0.03826387955807149,16.0,1.0104253667593002,2.3519476795196534,43.10000000000001,742.62,29.85,2080000,-0.009307507111225277
261,0.7329930026577636,0.6647056633234024,279,0.037769793807528915,16.0,1.0324345868825913,2.366888542175293,44.10000000000001,752.96,30.59,2088000,-0.011172473209444433
262,0.649940195546202,0.6781369972229004,279,0.02946961450856179,16.0,1.046573920249939,2.0760182666778566,45.10000000000001,751.54,30.47,2096000,-0.007666152686579153
263,0.8466260432019931,0.6369133186340332,279,0.03896018514409661,18.900000000000002,1.057765616774559,2.3720384967327117,44.10000000000001,777.48,31.45,2104000,-0.018987700717989355
264,0.758577080648849,0.6483563762903214,280,0.03455201102886349,18.0,1.072283957004547,2.212015115618706,44.10000000000001,780.69,31.6,2112000,-0.009394592704484239
265,0.7835590965654684,0.629806540608406,280,0.03722517172805965,18.900000000000002,1.083460420370102,2.3207911854982375,45.10000000000001,789.31,32.01,2120000,-0.013816734210122377
266,0.6448507855304187,0.6673915046453476,280,0.031561035076156256,18.900000000000002,1.1136665469408036,2.153203938603401,46.20000000000002,803.02,32.69,2128000,-0.005279745703301159
267,0.7618595939682942,0.6964648139476776,280,0.03408978981897235,18.900000000000002,1.1162719023227692,2.2376526474952696,47.10000000000001,807.06,32.71,2136000,-0.015519594168290496
268,0.8010852191151449,0.6268802386522293,280,0.034917112281545995,18.0,1.1227724277973175,2.241879543066025,47.10000000000001,812.55,32.84,2144000,-0.004688764178645215
269,0.7795932439665952,0.702257645726204,280,0.03311112725175917,18.0,1.09040609896183,2.2322078943252563,47.0,830.34,31.07,2152000,-0.011291708218195709
270,0.7410206429524157,0.6837782996892929,280,0.03512677600607276,17.9,1.0913093680143355,2.2824486660957337,45.10000000000001,828.33,30.71,2160000,-0.014680453889086493
271,0.7020620618027458,0.6827374452352524,280,0.02892011482268572,17.9,1.0485677933692932,2.0640174424648285,44.10000000000001,822.58,30.04,2168000,-0.00840805637766607
272,0.7426108916706028,0.6503613024950028,280,0.035997290625236926,18.0,1.049857965707779,2.2459036004543305,45.10000000000001,839.54,30.81,2176000,-0.012493258846225217
273,0.6883210320454819,0.714479199051857,280,0.03106656682677567,18.0,1.0879726558923721,2.126528352499008,46.10000000000001,852.89,31.46,2184000,-0.01093978634722589
274,0.7454746356457526,0.6837605053186416,280,0.0325707777403295,17.0,1.118936293721199,2.1972020864486694,46.10000000000001,843.32,31.2,2192000,-0.01352233396784868
275,0.7514101328448112,0.7003971475362778,280,0.03265510515775531,17.0,1.0788236844539643,2.188515774011612,45.0,832.5,30.38,2200000,-0.012953337064827793
276,0.7823036591273532,0.6460900980234147,280,0.038410105518996714,17.0,1.0723763793706893,2.3731125354766847,41.400000000000034,820.47,29.88,2208000,-0.014563286021584645
277,0.8225529244467167,0.6404685050249099,280,0.040445774346590045,17.9,1.0316990184783936,2.433842115402222,44.10000000000001,813.47,30.65,2216000,-0.008411489647405688
278,0.7748062296441601,0.6785662430524826,280,0.035465793209150435,17.9,1.0503612744808197,2.2358505582809447,42.20000000000002,806.37,30.58,2224000,-0.015245598588953725
